first_name,last_name,email,salary,country,date_of_birth,gender,phone_number,joining_date,status,department,job_title
Alex,Taylor,alex.taylor5747@example.com,85873.46,India,1994-02-13,Other,+16394541627,2022-01-20,On Leave,Product,Sales Representative
Emily,Hernandez,emily.hernandez5748@example.com,107577.51,Germany,1977-05-28,Male,+11354551336,2022-06-03,Active,Marketing,Marketing Analyst
Ava,Johnson,ava.johnson5749@example.com,70113.07,Brazil,1997-12-12,Other,+12685995300,2014-12-22,Suspended,Marketing,Product Manager
Alex,Lopez,alex.lopez5750@example.com,147144.37,Germany,1986-10-02,Male,+17020736798,2014-11-04,On Leave,Sales,Product Manager
Jane,Martin,jane.martin5751@example.com,60016.78,USA,1979-10-22,Female,+11587621528,2014-02-08,Terminated,Product,Sales Representative
Alex,Gonzalez,alex.gonzalez5752@example.com,66343.19,UK,1973-01-25,Other,+13951106489,2012-06-20,Terminated,Engineering,Sales Representative
Michael,Moore,michael.moore5753@example.com,123643.92,Brazil,1977-01-25,Other,+15623490453,2016-09-23,Active,Marketing,Product Manager
Alex,Thomas,alex.thomas5754@example.com,53271.08,Canada,1973-10-21,Female,+14096728610,2020-09-12,Active,Operations,HR Specialist
John,Brown,john.brown5755@example.com,108491.92,South Africa,1970-05-13,Female,+17383750828,2010-03-27,On Leave,Engineering,DevOps Engineer
Laura,Moore,laura.moore5756@example.com,131685.16,Germany,1976-11-15,Other,+18546504970,2015-08-28,Suspended,Operations,Data Scientist
Olivia,Anderson,olivia.anderson5757@example.com,64934.21,Germany,1979-01-13,Other,+11024486427,2020-09-01,Suspended,Product,DevOps Engineer
Emily,Davis,emily.davis5758@example.com,57886.26,UK,1974-01-14,Female,+13762268402,2010-05-27,Terminated,Marketing,Marketing Analyst
Alex,Miller,alex.miller5759@example.com,135562.24,Japan,1998-09-23,Other,+15634992063,2023-11-02,On Leave,Marketing,Product Manager
Chris,Williams,chris.williams5760@example.com,56277.93,Canada,1978-04-29,Male,+15170127877,2016-11-16,Suspended,Quality Assurance,DevOps Engineer
James,Martin,james.martin5761@example.com,104858.98,Germany,1978-03-30,Male,+12677995620,2015-01-08,On Leave,Sales,HR Specialist
Emma,Wilson,emma.wilson5762@example.com,51959.45,Germany,1970-07-29,Male,+18642665121,2015-11-15,Terminated,Sales,Software Engineer
Robert,Johnson,robert.johnson5763@example.com,95056.77,South Africa,1971-08-21,Male,+13725051311,2011-07-11,Suspended,Sales,Product Manager
Alex,Gonzalez,alex.gonzalez5764@example.com,143478.73,UK,1976-10-06,Male,+13804799728,2012-08-04,On Leave,Data,HR Specialist
Robert,Lopez,robert.lopez5765@example.com,121787.11,UK,1984-08-04,Female,+19316249314,2020-11-04,Suspended,Operations,Data Scientist
Jane,Gonzalez,jane.gonzalez5766@example.com,70636.13,Australia,1974-09-18,Male,+17382526952,2010-08-08,On Leave,Operations,HR Specialist
James,Anderson,james.anderson5767@example.com,99020.7,Australia,1992-10-13,Other,+19895536205,2020-09-14,Terminated,Human Resources,Data Scientist
Olivia,Thomas,olivia.thomas5768@example.com,71159.6,France,1978-03-30,Female,+14499453059,2010-01-27,Suspended,Data,Sales Representative
Sarah,Johnson,sarah.johnson5769@example.com,41820.77,UK,1994-07-02,Male,+19983782254,2023-11-09,On Leave,Human Resources,QA Engineer
William,Williams,william.williams5770@example.com,82547.83,Brazil,1997-09-12,Female,+15840655576,2021-12-11,Terminated,Human Resources,Product Manager
Laura,Martinez,laura.martinez5771@example.com,72124.03,South Africa,1986-02-01,Male,+16984362333,2023-04-22,Suspended,Operations,Sales Representative
Sarah,Martinez,sarah.martinez5772@example.com,116565.96,Australia,1996-01-21,Female,+19814492178,2010-01-16,Suspended,Data,Marketing Analyst
Isabella,Garcia,isabella.garcia5773@example.com,143295.4,India,1991-03-23,Male,+12696923088,2014-03-31,Terminated,Sales,Sales Representative
Laura,Martinez,laura.martinez5774@example.com,141680.18,Japan,1988-06-08,Male,+17451248736,2018-02-08,On Leave,Quality Assurance,QA Engineer
Jane,Johnson,jane.johnson5775@example.com,146090.53,France,1987-09-21,Male,+15210775761,2019-04-07,On Leave,Product,Data Scientist
Charles,Moore,charles.moore5776@example.com,67264.61,France,1981-09-15,Other,+17507211291,2010-07-14,On Leave,Engineering,Product Manager
John,Johnson,john.johnson5777@example.com,136348.07,USA,1990-06-22,Male,+13739063802,2012-01-19,On Leave,Sales,Software Engineer
Sarah,Jones,sarah.jones5778@example.com,108887.87,Canada,1971-09-27,Other,+18145533033,2021-10-20,Suspended,Sales,Product Manager
Alex,Davis,alex.davis5779@example.com,132647.92,Brazil,1988-11-14,Other,+18574258728,2018-03-09,Terminated,Sales,HR Specialist
Joseph,Thomas,joseph.thomas5780@example.com,67685.2,India,1985-05-17,Male,+19939006946,2023-02-14,Suspended,Human Resources,Marketing Analyst
Alex,Lopez,alex.lopez5781@example.com,77026.44,Brazil,1988-05-17,Male,+12442351757,2020-10-08,Suspended,Marketing,Product Manager
Sarah,Wilson,sarah.wilson5782@example.com,91874.96,UK,1992-07-10,Female,+12951659737,2015-09-26,Active,Product,Product Manager
Chris,Williams,chris.williams5783@example.com,110986.08,India,1977-04-26,Other,+15302329834,2013-03-15,Active,Sales,QA Engineer
Emily,Davis,emily.davis5784@example.com,121206.23,Japan,1990-04-29,Male,+15790001499,2019-12-05,Suspended,Data,QA Engineer
John,Wilson,john.wilson5785@example.com,79526.32,Japan,1972-10-18,Male,+18917301105,2012-03-08,Active,Quality Assurance,Software Engineer
Charles,Davis,charles.davis5786@example.com,49391.11,Canada,1992-10-20,Other,+16653554681,2010-09-29,Terminated,Operations,HR Specialist
Sarah,Taylor,sarah.taylor5787@example.com,99838.6,UK,1980-12-09,Female,+13371379052,2019-12-14,Active,Human Resources,Software Engineer
Laura,Hernandez,laura.hernandez5788@example.com,102593.07,USA,1980-07-04,Male,+14290304997,2015-07-19,Active,Marketing,DevOps Engineer
Emma,Thomas,emma.thomas5789@example.com,51467.33,South Africa,1974-05-27,Other,+18142507608,2013-02-16,Active,Engineering,QA Engineer
Charles,Johnson,charles.johnson5790@example.com,83653.56,Japan,1994-10-18,Female,+12543013594,2011-06-26,On Leave,Data,Marketing Analyst
Katie,Miller,katie.miller5791@example.com,128995.72,France,1992-04-10,Other,+17889463616,2019-05-09,Active,Quality Assurance,Software Engineer
David,Johnson,david.johnson5792@example.com,144666.62,France,1971-01-22,Other,+11532502306,2018-07-09,Suspended,Product,Marketing Analyst
Olivia,Gonzalez,olivia.gonzalez5793@example.com,66808.56,USA,1985-05-01,Male,+16450124279,2015-10-18,Active,Marketing,Sales Representative
Chris,Martinez,chris.martinez5794@example.com,99492.39,USA,1976-10-09,Other,+17349549222,2023-12-04,On Leave,Marketing,Data Scientist
Sarah,Moore,sarah.moore5795@example.com,65110.09,Canada,1984-05-26,Female,+15464347582,2022-08-31,Suspended,Operations,HR Specialist
Sophia,Martinez,sophia.martinez5796@example.com,87275.01,Japan,1976-07-18,Female,+18184628932,2016-02-26,On Leave,Operations,Marketing Analyst
John,Martinez,john.martinez5797@example.com,107038.35,Australia,1977-06-10,Other,+13359921252,2023-10-19,Terminated,Sales,DevOps Engineer
Chris,Wilson,chris.wilson5798@example.com,47628.74,France,1993-04-17,Other,+19291413319,2018-07-05,On Leave,Sales,Marketing Analyst
Jane,Jackson,jane.jackson5799@example.com,42504.5,South Africa,1983-09-16,Female,+13870811676,2010-05-27,Active,Human Resources,Software Engineer
David,Johnson,david.johnson5800@example.com,139913.26,USA,1971-05-06,Female,+13114566795,2011-07-20,Terminated,Marketing,QA Engineer
Joseph,Anderson,joseph.anderson5801@example.com,60815.03,Germany,1976-06-27,Other,+13932032220,2018-06-08,Suspended,Sales,HR Specialist
Michael,Miller,michael.miller5802@example.com,62821.86,Japan,1987-03-22,Male,+12167159413,2021-08-01,Active,Marketing,Sales Representative
Ava,Taylor,ava.taylor5803@example.com,97891.44,USA,1974-01-20,Male,+16347522857,2020-08-27,Suspended,Marketing,Sales Representative
Emma,Lopez,emma.lopez5804@example.com,109658.2,Canada,1984-01-10,Male,+11089966492,2013-03-28,Suspended,Quality Assurance,HR Specialist
Joseph,Brown,joseph.brown5805@example.com,146718.46,UK,1996-04-28,Other,+19952352406,2018-07-28,Suspended,Human Resources,Software Engineer
Michael,Jackson,michael.jackson5806@example.com,131132.15,Brazil,1972-02-23,Male,+15778087576,2013-06-14,Suspended,Engineering,Sales Representative
Alex,Hernandez,alex.hernandez5807@example.com,73034.23,Canada,1980-01-22,Other,+15095900079,2018-11-10,Suspended,Human Resources,DevOps Engineer
Chris,Brown,chris.brown5808@example.com,143129.57,Canada,1973-01-27,Male,+19323852166,2015-07-09,Terminated,Data,HR Specialist
John,Moore,john.moore5809@example.com,72426.93,USA,1979-03-19,Female,+17889384911,2014-12-15,Suspended,Sales,Software Engineer
David,Smith,david.smith5810@example.com,99056.43,Australia,1972-03-14,Male,+13224508130,2022-04-17,Terminated,Operations,Marketing Analyst
Sophia,Davis,sophia.davis5811@example.com,72587.65,USA,1973-11-03,Male,+19072258568,2015-04-25,Active,Product,HR Specialist
William,Taylor,william.taylor5812@example.com,87497.8,Japan,1991-12-01,Female,+18409706101,2018-02-25,Suspended,Sales,HR Specialist
Sophia,Moore,sophia.moore5813@example.com,115860.26,UK,1989-05-15,Female,+17899813105,2012-08-08,Terminated,Sales,DevOps Engineer
Chris,Gonzalez,chris.gonzalez5814@example.com,77423.79,Germany,1974-01-17,Other,+11449155241,2010-01-28,Active,Engineering,Software Engineer
Charles,Brown,charles.brown5815@example.com,48940.56,Canada,1983-08-19,Other,+15231920123,2015-11-03,Active,Quality Assurance,Marketing Analyst
Olivia,Moore,olivia.moore5816@example.com,71004.36,Brazil,1976-01-12,Other,+13165920030,2013-01-18,Terminated,Product,Sales Representative
Olivia,Anderson,olivia.anderson5817@example.com,40424.91,South Africa,1975-08-30,Male,+19313638668,2021-05-21,Active,Quality Assurance,QA Engineer
Charles,Smith,charles.smith5818@example.com,135474.06,South Africa,1998-03-22,Female,+12531081077,2022-05-03,Active,Engineering,QA Engineer
James,Moore,james.moore5819@example.com,60055.28,South Africa,1996-08-26,Other,+16406172197,2017-01-11,Terminated,Engineering,Software Engineer
Isabella,Jones,isabella.jones5820@example.com,107366.91,Canada,1983-09-15,Female,+18005536905,2010-03-06,Suspended,Sales,Sales Representative
John,Brown,john.brown5821@example.com,95318.01,Brazil,1970-05-08,Other,+17655828398,2018-04-11,Suspended,Product,Product Manager
John,Martin,john.martin5822@example.com,76186.32,France,1985-04-13,Male,+16662160699,2012-11-20,Suspended,Engineering,Product Manager
Michael,Williams,michael.williams5823@example.com,59398.46,Germany,1982-05-11,Other,+15651097146,2013-02-11,Active,Data,Data Scientist
Robert,Davis,robert.davis5824@example.com,76670.7,Japan,1976-11-25,Female,+18849878473,2019-09-21,Terminated,Human Resources,DevOps Engineer
Robert,Williams,robert.williams5825@example.com,113069.03,USA,1971-06-17,Male,+18064319458,2022-07-11,Terminated,Engineering,Sales Representative
Laura,Thomas,laura.thomas5826@example.com,104107.23,Australia,1992-04-04,Female,+19815511944,2015-02-05,Terminated,Quality Assurance,HR Specialist
Alex,Davis,alex.davis5827@example.com,85361.92,South Africa,1994-03-09,Female,+19936475001,2010-10-10,Active,Sales,QA Engineer
Alex,Davis,alex.davis5828@example.com,144245.53,France,1971-12-26,Other,+12087162266,2020-06-19,Terminated,Operations,Product Manager
Michael,Smith,michael.smith5829@example.com,40989.12,Germany,1977-08-22,Female,+19322042286,2012-03-01,On Leave,Operations,Product Manager
Chris,Hernandez,chris.hernandez5830@example.com,141662.9,India,1980-03-06,Male,+18691420600,2011-02-06,Terminated,Data,Sales Representative
Emily,Moore,emily.moore5831@example.com,130467.76,South Africa,1991-01-02,Male,+18242492839,2014-11-23,Suspended,Sales,Product Manager
Jane,Hernandez,jane.hernandez5832@example.com,63145.16,Canada,1971-10-26,Female,+14743086387,2023-06-24,Suspended,Quality Assurance,Marketing Analyst
James,Miller,james.miller5833@example.com,47401.41,South Africa,1976-01-15,Female,+13962932156,2018-11-02,Active,Sales,HR Specialist
Chris,Davis,chris.davis5834@example.com,51506.5,Canada,1996-12-03,Male,+16302206338,2021-10-25,Suspended,Product,Marketing Analyst
John,Williams,john.williams5835@example.com,121900.81,South Africa,1983-08-07,Other,+11382176219,2018-11-06,Active,Engineering,QA Engineer
Olivia,Moore,olivia.moore5836@example.com,116864.74,India,1989-07-15,Male,+13129996955,2014-10-30,Suspended,Operations,Software Engineer
Isabella,Taylor,isabella.taylor5837@example.com,111580.33,UK,1977-09-02,Other,+16477040100,2015-12-04,Suspended,Marketing,Software Engineer
Jane,Williams,jane.williams5838@example.com,105042.48,USA,1983-06-29,Other,+18751151700,2021-05-22,On Leave,Quality Assurance,HR Specialist
Sarah,Rodriguez,sarah.rodriguez5839@example.com,85435.88,UK,1988-08-10,Other,+13772530911,2021-04-16,On Leave,Sales,Sales Representative
Alex,Smith,alex.smith5840@example.com,40740.88,UK,1991-05-02,Male,+11022870050,2016-01-14,Suspended,Operations,QA Engineer
Ava,Anderson,ava.anderson5841@example.com,50434.21,India,1973-11-01,Other,+12585339453,2017-12-26,Terminated,Human Resources,Product Manager
Sophia,Jackson,sophia.jackson5842@example.com,104088.96,USA,1970-06-20,Male,+14085404144,2010-02-23,Terminated,Quality Assurance,Software Engineer
Laura,Garcia,laura.garcia5843@example.com,45399.03,Canada,1970-07-03,Female,+15837588767,2013-06-26,Terminated,Quality Assurance,Product Manager
Ava,Martinez,ava.martinez5844@example.com,53411.75,India,1997-12-14,Female,+13639481489,2016-02-28,On Leave,Operations,HR Specialist
Emily,Hernandez,emily.hernandez5845@example.com,40578.88,UK,1997-09-02,Male,+17337654915,2014-07-15,Suspended,Operations,Product Manager
John,Taylor,john.taylor5846@example.com,101205.51,USA,1988-12-10,Male,+19510775139,2012-02-27,Terminated,Human Resources,Sales Representative
Michael,Taylor,michael.taylor5847@example.com,54014.93,India,1983-08-20,Female,+13099392105,2016-10-04,Active,Sales,HR Specialist
Charles,Brown,charles.brown5848@example.com,82543.79,Germany,1983-05-24,Female,+11457180361,2021-07-14,Suspended,Human Resources,Marketing Analyst
Olivia,Davis,olivia.davis5849@example.com,110814.65,Germany,2000-11-20,Male,+11643326456,2013-12-26,Active,Product,Marketing Analyst
Katie,Martinez,katie.martinez5850@example.com,92009.92,Germany,1974-10-28,Female,+15438290342,2014-05-05,Active,Quality Assurance,Sales Representative
Alex,Lopez,alex.lopez5851@example.com,57651.06,USA,1994-01-02,Female,+14270891320,2016-01-19,Terminated,Engineering,Product Manager
Charles,Hernandez,charles.hernandez5852@example.com,116544.58,South Africa,1993-04-15,Female,+15208907855,2012-08-26,Terminated,Sales,Sales Representative
Sophia,Davis,sophia.davis5853@example.com,95726.38,Brazil,1998-04-05,Female,+12922513492,2020-01-03,Active,Human Resources,Data Scientist
David,Martin,david.martin5854@example.com,115060.22,Japan,1992-11-12,Other,+12304656797,2010-12-28,Active,Product,Data Scientist
Laura,Johnson,laura.johnson5855@example.com,55769.79,UK,1991-11-25,Other,+14171818404,2020-03-28,Suspended,Human Resources,Sales Representative
Chris,Thomas,chris.thomas5856@example.com,132074.34,India,1975-03-25,Other,+16452487123,2021-05-25,Terminated,Marketing,Software Engineer
Laura,Moore,laura.moore5857@example.com,71461.0,South Africa,1973-12-09,Other,+12734657459,2012-06-24,Suspended,Operations,Sales Representative
Laura,Davis,laura.davis5858@example.com,146111.33,USA,1996-08-16,Other,+15978545663,2020-08-01,Active,Product,HR Specialist
Katie,Taylor,katie.taylor5859@example.com,42777.7,France,1980-04-03,Male,+14621102444,2010-05-03,Terminated,Sales,Data Scientist
Sarah,Gonzalez,sarah.gonzalez5860@example.com,57560.68,Germany,1993-01-15,Female,+15698671526,2021-04-05,Suspended,Engineering,QA Engineer
Jane,Rodriguez,jane.rodriguez5861@example.com,95759.48,Japan,1986-02-21,Male,+14598794007,2022-09-11,Suspended,Data,Product Manager
Chris,Gonzalez,chris.gonzalez5862@example.com,149571.51,Japan,1972-03-04,Other,+19106559211,2015-12-31,Active,Operations,DevOps Engineer
Laura,Rodriguez,laura.rodriguez5863@example.com,120905.86,Canada,1971-03-01,Other,+11170710164,2019-01-27,Active,Sales,Software Engineer
David,Williams,david.williams5864@example.com,92779.92,France,1991-10-03,Male,+12944087338,2017-10-29,Active,Engineering,Data Scientist
Sophia,Martin,sophia.martin5865@example.com,50432.91,USA,1975-10-15,Other,+19431160077,2012-11-30,Active,Operations,DevOps Engineer
David,Gonzalez,david.gonzalez5866@example.com,133866.62,South Africa,1997-04-10,Male,+12544994683,2021-08-29,Active,Product,Marketing Analyst
Michael,Hernandez,michael.hernandez5867@example.com,131447.2,Japan,1987-12-13,Male,+12813173630,2017-04-05,Terminated,Human Resources,HR Specialist
Ava,Brown,ava.brown5868@example.com,82076.72,Brazil,1995-06-26,Male,+17470892221,2021-12-09,On Leave,Product,Marketing Analyst
Laura,Johnson,laura.johnson5869@example.com,146904.43,Canada,1998-05-15,Female,+19916118228,2019-05-02,Suspended,Quality Assurance,Marketing Analyst
Michael,Wilson,michael.wilson5870@example.com,125359.76,UK,1971-01-26,Other,+11531844782,2010-10-25,On Leave,Sales,Sales Representative
John,Martin,john.martin5871@example.com,85150.86,Germany,1983-04-24,Other,+15632865991,2015-06-06,Terminated,Quality Assurance,Product Manager
James,Davis,james.davis5872@example.com,55337.6,Germany,1994-11-09,Male,+14499936694,2023-07-19,Active,Operations,DevOps Engineer
William,Rodriguez,william.rodriguez5873@example.com,87441.03,France,1996-02-19,Male,+19458130826,2012-11-28,On Leave,Operations,Sales Representative
Alex,Hernandez,alex.hernandez5874@example.com,124042.71,UK,1978-05-14,Other,+17752563504,2017-03-29,Terminated,Marketing,Software Engineer
Joseph,Jones,joseph.jones5875@example.com,147628.11,Brazil,1979-12-03,Other,+14566654677,2010-11-24,Active,Quality Assurance,Product Manager
James,Lopez,james.lopez5876@example.com,54486.9,South Africa,1971-04-01,Other,+19369094243,2021-12-28,On Leave,Operations,Data Scientist
Robert,Wilson,robert.wilson5877@example.com,135484.58,South Africa,2000-04-12,Other,+17395234229,2012-11-28,Terminated,Engineering,HR Specialist
William,Martinez,william.martinez5878@example.com,147552.83,India,1975-04-20,Male,+16829179527,2012-03-25,Suspended,Human Resources,Data Scientist
David,Hernandez,david.hernandez5879@example.com,55358.15,Brazil,1978-06-12,Male,+11397396047,2015-05-13,Terminated,Marketing,Software Engineer
John,Taylor,john.taylor5880@example.com,76164.74,UK,1986-04-15,Male,+16378169064,2011-03-23,Terminated,Data,Product Manager
Emma,Jackson,emma.jackson5881@example.com,62135.45,India,1984-03-10,Other,+11887907053,2012-09-19,Terminated,Quality Assurance,HR Specialist
Jane,Anderson,jane.anderson5882@example.com,143591.73,Germany,1973-02-13,Other,+17336139874,2023-02-25,On Leave,Quality Assurance,DevOps Engineer
Charles,Wilson,charles.wilson5883@example.com,89945.43,UK,1980-06-11,Other,+13594870542,2011-06-13,Terminated,Marketing,HR Specialist
Laura,Williams,laura.williams5884@example.com,113047.32,Germany,1988-03-28,Male,+14455796880,2022-08-24,Terminated,Engineering,Marketing Analyst
Sophia,Hernandez,sophia.hernandez5885@example.com,111325.0,Australia,1983-10-26,Other,+12532308374,2013-02-22,Terminated,Human Resources,HR Specialist
Sophia,Garcia,sophia.garcia5886@example.com,97713.43,Canada,1970-02-25,Other,+19278453855,2023-02-22,Suspended,Human Resources,QA Engineer
Laura,Miller,laura.miller5887@example.com,117320.76,South Africa,1990-08-03,Other,+16578701248,2010-09-17,Active,Marketing,Software Engineer
Ava,Jackson,ava.jackson5888@example.com,108513.67,Canada,1971-07-18,Male,+19513519187,2020-06-21,On Leave,Marketing,Software Engineer
David,Moore,david.moore5889@example.com,113872.2,Japan,1973-05-14,Female,+19880066507,2022-11-30,Terminated,Sales,Marketing Analyst
Ava,Martinez,ava.martinez5890@example.com,101973.8,Australia,1994-10-03,Female,+13431529120,2021-02-27,On Leave,Operations,Software Engineer
Emma,Moore,emma.moore5891@example.com,40308.61,France,1971-09-13,Other,+18399784649,2012-07-07,On Leave,Data,Software Engineer
Joseph,Rodriguez,joseph.rodriguez5892@example.com,53177.22,Brazil,1997-03-26,Other,+16603804661,2015-05-03,Terminated,Sales,Software Engineer
Robert,Jackson,robert.jackson5893@example.com,86057.12,Australia,1995-11-20,Male,+15202319008,2015-09-23,On Leave,Quality Assurance,DevOps Engineer
Charles,Jackson,charles.jackson5894@example.com,129384.0,USA,1999-12-22,Male,+12638644661,2015-03-22,On Leave,Engineering,Sales Representative
John,Hernandez,john.hernandez5895@example.com,49805.63,Brazil,1988-11-18,Other,+18687017278,2012-11-23,Active,Engineering,Product Manager
James,Martin,james.martin5896@example.com,95370.49,Japan,1991-05-13,Male,+15090256474,2018-10-18,Terminated,Marketing,HR Specialist
Joseph,Garcia,joseph.garcia5897@example.com,122125.25,USA,2000-10-10,Female,+18057483994,2014-06-18,Terminated,Operations,Software Engineer
Chris,Moore,chris.moore5898@example.com,66405.37,Australia,1971-10-21,Female,+16879305664,2019-06-07,Active,Quality Assurance,HR Specialist
Alex,Smith,alex.smith5899@example.com,82942.95,South Africa,1980-08-29,Female,+18869387930,2023-04-23,Suspended,Data,Sales Representative
David,Johnson,david.johnson5900@example.com,77178.05,UK,1983-08-02,Male,+13451103176,2018-09-16,Terminated,Quality Assurance,QA Engineer
David,Anderson,david.anderson5901@example.com,144821.92,India,1985-10-28,Other,+16125166031,2011-07-25,Active,Product,Data Scientist
Jane,Taylor,jane.taylor5902@example.com,114177.38,South Africa,1979-10-24,Female,+17391889463,2011-05-18,Active,Operations,Marketing Analyst
David,Martinez,david.martinez5903@example.com,143057.07,South Africa,1971-07-14,Other,+19913771266,2013-08-06,Active,Engineering,Data Scientist
Katie,Gonzalez,katie.gonzalez5904@example.com,77455.0,South Africa,1972-03-17,Female,+16679720618,2023-08-09,Suspended,Human Resources,Product Manager
James,Hernandez,james.hernandez5905@example.com,80853.92,Japan,1996-06-10,Male,+16557610375,2011-02-08,Active,Sales,Marketing Analyst
Sophia,Johnson,sophia.johnson5906@example.com,103424.01,Canada,1972-10-10,Female,+19196766300,2021-03-03,Active,Engineering,HR Specialist
James,Johnson,james.johnson5907@example.com,101539.54,Canada,1994-09-26,Male,+15062755205,2018-11-02,Terminated,Quality Assurance,Sales Representative
Emma,Brown,emma.brown5908@example.com,88774.02,UK,1971-05-24,Other,+17943296111,2022-08-07,Suspended,Human Resources,Product Manager
James,Thomas,james.thomas5909@example.com,136965.66,India,1997-04-17,Female,+18194973891,2020-03-11,Terminated,Operations,Product Manager
Michael,Wilson,michael.wilson5910@example.com,149594.76,Germany,1983-09-10,Other,+18997551021,2012-03-20,Terminated,Sales,Marketing Analyst
Charles,Rodriguez,charles.rodriguez5911@example.com,81549.05,USA,1982-10-09,Female,+19592246309,2023-07-30,Suspended,Marketing,Sales Representative
Michael,Moore,michael.moore5912@example.com,60413.4,Japan,1981-10-20,Other,+17195177551,2018-09-17,Suspended,Human Resources,Sales Representative
Robert,Anderson,robert.anderson5913@example.com,137043.32,Australia,1976-05-25,Female,+14503429802,2019-09-21,Terminated,Human Resources,Data Scientist
David,Hernandez,david.hernandez5914@example.com,74482.99,India,1973-09-14,Other,+11893255644,2013-09-07,Terminated,Operations,DevOps Engineer
Sarah,Rodriguez,sarah.rodriguez5915@example.com,54449.41,Brazil,1988-04-18,Female,+18593528461,2013-03-25,Active,Product,QA Engineer
John,Taylor,john.taylor5916@example.com,62238.56,USA,1983-11-05,Male,+19276712995,2010-06-01,Suspended,Data,Data Scientist
William,Wilson,william.wilson5917@example.com,83768.7,Brazil,1993-07-15,Other,+17134232318,2022-02-19,On Leave,Operations,Product Manager
Olivia,Garcia,olivia.garcia5918@example.com,69774.52,Australia,1987-03-29,Male,+16725757246,2022-08-27,Terminated,Operations,Software Engineer
Laura,Garcia,laura.garcia5919@example.com,72696.65,Canada,1975-06-16,Male,+18291455268,2018-07-04,Active,Engineering,DevOps Engineer
Charles,Jones,charles.jones5920@example.com,127710.19,Japan,1978-05-07,Male,+14001410330,2019-03-04,Suspended,Data,Marketing Analyst
Charles,Johnson,charles.johnson5921@example.com,102538.29,Canada,1981-02-11,Male,+17188005164,2012-03-28,Active,Human Resources,Software Engineer
Laura,Johnson,laura.johnson5922@example.com,98705.97,Japan,1979-10-12,Male,+16114161637,2014-05-27,Terminated,Operations,HR Specialist
Isabella,Anderson,isabella.anderson5923@example.com,81587.89,France,1996-01-31,Other,+15840093141,2014-01-19,Suspended,Quality Assurance,HR Specialist
Olivia,Jones,olivia.jones5924@example.com,66174.5,Canada,1978-04-27,Male,+16524397783,2011-04-29,Active,Sales,HR Specialist
John,Williams,john.williams5925@example.com,46707.15,India,1996-03-17,Female,+11987350881,2017-02-08,Active,Sales,Product Manager
William,Garcia,william.garcia5926@example.com,121552.36,France,1980-06-23,Female,+12669744575,2019-10-29,Terminated,Data,DevOps Engineer
Charles,Davis,charles.davis5927@example.com,121271.52,Germany,1993-01-19,Other,+19830634676,2010-10-22,On Leave,Product,Sales Representative
Emily,Anderson,emily.anderson5928@example.com,52210.72,Australia,1970-01-10,Other,+14350948897,2014-06-16,Suspended,Quality Assurance,DevOps Engineer
Michael,Davis,michael.davis5929@example.com,138747.36,France,1988-03-19,Other,+14280324386,2018-10-17,Active,Marketing,Sales Representative
William,Rodriguez,william.rodriguez5930@example.com,87572.59,India,1973-04-01,Other,+15414668916,2012-07-01,Suspended,Marketing,Sales Representative
Isabella,Miller,isabella.miller5931@example.com,122684.74,UK,1973-12-26,Male,+15523961479,2010-06-05,Active,Sales,Software Engineer
William,Garcia,william.garcia5932@example.com,113081.15,USA,1975-07-27,Other,+17502458638,2018-07-09,On Leave,Product,HR Specialist
David,Smith,david.smith5933@example.com,56820.2,Germany,1971-04-17,Male,+18489805907,2018-08-24,Terminated,Quality Assurance,QA Engineer
Emma,Davis,emma.davis5934@example.com,64300.51,Australia,1985-10-27,Female,+17733092439,2012-06-23,Active,Quality Assurance,Product Manager
Emily,Gonzalez,emily.gonzalez5935@example.com,93456.63,Australia,1978-09-21,Female,+11617380122,2014-05-22,Suspended,Quality Assurance,Marketing Analyst
Emily,Anderson,emily.anderson5936@example.com,74935.93,Brazil,1988-03-22,Male,+19036231292,2023-07-30,On Leave,Marketing,Data Scientist
Olivia,Williams,olivia.williams5937@example.com,110883.58,Japan,1975-01-27,Other,+16979808874,2011-01-26,Suspended,Sales,Sales Representative
Robert,Wilson,robert.wilson5938@example.com,93460.33,Brazil,1978-03-21,Female,+11086064699,2011-08-29,Active,Data,DevOps Engineer
Joseph,Smith,joseph.smith5939@example.com,67139.96,Canada,1982-11-06,Other,+11055851413,2020-09-01,Terminated,Sales,HR Specialist
Emma,Williams,emma.williams5940@example.com,128904.51,Japan,1977-07-24,Male,+12230150697,2010-12-05,Terminated,Sales,Data Scientist
David,Johnson,david.johnson5941@example.com,83727.04,France,1988-11-13,Female,+11270218127,2012-08-15,Suspended,Sales,Marketing Analyst
Katie,Anderson,katie.anderson5942@example.com,90412.88,Brazil,1992-07-10,Female,+15535584586,2019-06-15,On Leave,Quality Assurance,DevOps Engineer
Sarah,Jones,sarah.jones5943@example.com,138367.72,Australia,1998-08-02,Female,+16174970813,2015-10-24,Active,Marketing,DevOps Engineer
John,Anderson,john.anderson5944@example.com,62189.14,Brazil,1997-05-05,Other,+13265540985,2018-04-15,Active,Quality Assurance,Software Engineer
Sophia,Lopez,sophia.lopez5945@example.com,62603.71,UK,1998-08-21,Female,+16050224600,2019-09-17,Active,Human Resources,HR Specialist
Sophia,Davis,sophia.davis5946@example.com,88735.99,Germany,1999-03-19,Female,+13778625641,2022-07-02,Terminated,Data,Sales Representative
